School.Year,District.Code,District,School.Code,Organization,Assessment.Name,ContentArea,Race,Gender,Grade,SpecialDemo,Geography,SubGroup,RowStatus,Tested,Proficient,PctProficient,ScaleScoreAvg
2021,10,Caesar Rodney School District,612,Major George S. Welch Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non-Foster Care,All Students,White/Male/3rd Grade/Non-Foster Care,REPORTED,18,6,33.33,2416.78
2021,10,Caesar Rodney School District,612,Major George S. Welch Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non-Homeless,All Students,White/Male/3rd Grade/Non-Homeless,REPORTED,18,6,33.33,2416.78
2021,10,Caesar Rodney School District,612,Major George S. Welch Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non Low-Income,All Students,White/Male/3rd Grade/Non Low-Income,REPORTED,18,6,33.33,2416.78
2021,10,Caesar Rodney School District,618,Star Hill Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non-EL Students,All Students,White/Female/3rd Grade/Non-EL Students,REPORTED,19,6,31.58,2396.37
2021,10,Caesar Rodney School District,618,Star Hill Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non-Foster Care,All Students,White/Female/3rd Grade/Non-Foster Care,REPORTED,19,6,31.58,2396.37
2021,10,Caesar Rodney School District,618,Star Hill Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non-Homeless,All Students,White/Female/3rd Grade/Non-Homeless,REPORTED,19,6,31.58,2396.37
2021,10,Caesar Rodney School District,618,Star Hill Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non Low-Income,All Students,White/Female/3rd Grade/Non Low-Income,REPORTED,17,6,35.29,2399.47
2021,10,Caesar Rodney School District,618,Star Hill Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non-SWD,All Students,White/Female/3rd Grade/Non-SWD,REPORTED,17,6,35.29,2400.59
2021,10,Caesar Rodney School District,618,Star Hill Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,5th Grade,Non-EL Students,All Students,White/Female/5th Grade/Non-EL Students,REPORTED,15,6,40,2476
2021,10,Caesar Rodney School District,618,Star Hill Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,5th Grade,Non-Foster Care,All Students,White/Female/5th Grade/Non-Foster Care,REPORTED,15,6,40,2476
2021,10,Caesar Rodney School District,618,Star Hill Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,5th Grade,Non-Homeless,All Students,White/Female/5th Grade/Non-Homeless,REPORTED,15,6,40,2476
2021,10,Caesar Rodney School District,618,Star Hill Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non-EL Students,All Students,White/Male/5th Grade/Non-EL Students,REPORTED,24,5,20.83,2471.54
2021,10,Caesar Rodney School District,618,Star Hill Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non-Foster Care,All Students,White/Male/5th Grade/Non-Foster Care,REPORTED,24,5,20.83,2471.54
2021,10,Caesar Rodney School District,618,Star Hill Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non-Homeless,All Students,White/Male/5th Grade/Non-Homeless,REPORTED,24,5,20.83,2471.54
2021,10,Caesar Rodney School District,618,Star Hill Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non Low-Income,All Students,White/Male/5th Grade/Non Low-Income,REPORTED,20,5,25,2482.85
2021,10,Caesar Rodney School District,618,Star Hill Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non-SWD,All Students,White/Male/5th Grade/Non-SWD,REPORTED,24,5,20.83,2471.54
2021,10,Caesar Rodney School District,620,W. B. Simpson Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non-EL Students,All Students,White/Female/3rd Grade/Non-EL Students,REPORTED,24,8,33.33,2400.46
2021,10,Caesar Rodney School District,620,W. B. Simpson Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non-Foster Care,All Students,White/Female/3rd Grade/Non-Foster Care,REPORTED,24,8,33.33,2400.46
2021,10,Caesar Rodney School District,620,W. B. Simpson Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non-Homeless,All Students,White/Female/3rd Grade/Non-Homeless,REPORTED,24,8,33.33,2400.46
2021,10,Caesar Rodney School District,620,W. B. Simpson Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non Low-Income,All Students,White/Female/3rd Grade/Non Low-Income,REPORTED,19,7,36.84,2411.58
2021,10,Caesar Rodney School District,620,W. B. Simpson Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non-SWD,All Students,White/Female/3rd Grade/Non-SWD,REPORTED,22,8,36.36,2406.68
2021,10,Caesar Rodney School District,620,W. B. Simpson Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,4th Grade,Non-EL Students,All Students,White/Female/4th Grade/Non-EL Students,REPORTED,29,5,17.24,2430.1
2021,10,Caesar Rodney School District,620,W. B. Simpson Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,4th Grade,Non-Foster Care,All Students,White/Female/4th Grade/Non-Foster Care,REPORTED,30,5,16.67,2431
2021,10,Caesar Rodney School District,620,W. B. Simpson Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,4th Grade,Non-Homeless,All Students,White/Female/4th Grade/Non-Homeless,REPORTED,30,5,16.67,2431
2021,10,Caesar Rodney School District,620,W. B. Simpson Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,4th Grade,Non Low-Income,All Students,White/Female/4th Grade/Non Low-Income,REPORTED,25,5,20,2435.68
2021,10,Caesar Rodney School District,620,W. B. Simpson Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,4th Grade,Non-SWD,All Students,White/Female/4th Grade/Non-SWD,REPORTED,24,5,20.83,2449.25
2021,10,Caesar Rodney School District,620,W. B. Simpson Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non-EL Students,All Students,White/Male/3rd Grade/Non-EL Students,REPORTED,27,12,44.44,2418.85
2021,10,Caesar Rodney School District,620,W. B. Simpson Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non-Foster Care,All Students,White/Male/3rd Grade/Non-Foster Care,REPORTED,27,12,44.44,2418.85
2021,10,Caesar Rodney School District,620,W. B. Simpson Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non-Homeless,All Students,White/Male/3rd Grade/Non-Homeless,REPORTED,27,12,44.44,2418.85
2021,10,Caesar Rodney School District,620,W. B. Simpson Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non Low-Income,All Students,White/Male/3rd Grade/Non Low-Income,REPORTED,22,11,50,2436.73
2021,10,Caesar Rodney School District,620,W. B. Simpson Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non-SWD,All Students,White/Male/3rd Grade/Non-SWD,REPORTED,23,12,52.17,2435.96
2021,10,Caesar Rodney School District,620,W. B. Simpson Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,4th Grade,Non-EL Students,All Students,White/Male/4th Grade/Non-EL Students,REPORTED,24,8,33.33,2465.17
2021,10,Caesar Rodney School District,620,W. B. Simpson Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,4th Grade,Non-Foster Care,All Students,White/Male/4th Grade/Non-Foster Care,REPORTED,24,8,33.33,2465.17
2021,10,Caesar Rodney School District,620,W. B. Simpson Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,4th Grade,Non-Homeless,All Students,White/Male/4th Grade/Non-Homeless,REPORTED,24,8,33.33,2465.17
2021,10,Caesar Rodney School District,620,W. B. Simpson Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,4th Grade,Non Low-Income,All Students,White/Male/4th Grade/Non Low-Income,REPORTED,24,8,33.33,2465.17
2021,10,Caesar Rodney School District,620,W. B. Simpson Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,4th Grade,Non-SWD,All Students,White/Male/4th Grade/Non-SWD,REPORTED,21,8,38.1,2468.9
2021,10,Caesar Rodney School District,621,F. Niel Postlethwait Middle School,Smarter Balanced Summative Assessment,MATH,African American,Male,7th Grade,Non-Foster Care,All Students,African American/Male/7th Grade/Non-Foster Care,REPORTED,16,5,31.25,2466.69
2021,10,Caesar Rodney School District,621,F. Niel Postlethwait Middle School,Smarter Balanced Summative Assessment,MATH,African American,Male,7th Grade,Non-Homeless,All Students,African American/Male/7th Grade/Non-Homeless,REPORTED,16,5,31.25,2466.69
2021,10,Caesar Rodney School District,621,F. Niel Postlethwait Middle School,Smarter Balanced Summative Assessment,MATH,White,Female,6th Grade,Non-EL Students,All Students,White/Female/6th Grade/Non-EL Students,REPORTED,25,6,24,2508.48
2021,10,Caesar Rodney School District,621,F. Niel Postlethwait Middle School,Smarter Balanced Summative Assessment,MATH,White,Female,6th Grade,Non-Foster Care,All Students,White/Female/6th Grade/Non-Foster Care,REPORTED,26,6,23.08,2508.77
2021,10,Caesar Rodney School District,621,F. Niel Postlethwait Middle School,Smarter Balanced Summative Assessment,MATH,White,Female,6th Grade,Non-Homeless,All Students,White/Female/6th Grade/Non-Homeless,REPORTED,26,6,23.08,2508.77
2021,10,Caesar Rodney School District,621,F. Niel Postlethwait Middle School,Smarter Balanced Summative Assessment,MATH,White,Female,6th Grade,Non Low-Income,All Students,White/Female/6th Grade/Non Low-Income,REPORTED,22,5,22.73,2508.05
2021,10,Caesar Rodney School District,621,F. Niel Postlethwait Middle School,Smarter Balanced Summative Assessment,MATH,White,Female,6th Grade,Non-SWD,All Students,White/Female/6th Grade/Non-SWD,REPORTED,24,6,25,2516.04
2021,10,Caesar Rodney School District,621,F. Niel Postlethwait Middle School,Smarter Balanced Summative Assessment,MATH,White,Female,7th Grade,Non-EL Students,All Students,White/Female/7th Grade/Non-EL Students,REPORTED,37,13,35.14,2526.03
2021,10,Caesar Rodney School District,621,F. Niel Postlethwait Middle School,Smarter Balanced Summative Assessment,MATH,White,Female,7th Grade,Non-Foster Care,All Students,White/Female/7th Grade/Non-Foster Care,REPORTED,38,14,36.84,2527.71
2021,10,Caesar Rodney School District,621,F. Niel Postlethwait Middle School,Smarter Balanced Summative Assessment,MATH,White,Female,7th Grade,Non-Homeless,All Students,White/Female/7th Grade/Non-Homeless,REPORTED,38,14,36.84,2527.71
2021,10,Caesar Rodney School District,621,F. Niel Postlethwait Middle School,Smarter Balanced Summative Assessment,MATH,White,Female,7th Grade,Non Low-Income,All Students,White/Female/7th Grade/Non Low-Income,REPORTED,33,14,42.42,2545.76
2021,10,Caesar Rodney School District,621,F. Niel Postlethwait Middle School,Smarter Balanced Summative Assessment,MATH,White,Female,7th Grade,Non-SWD,All Students,White/Female/7th Grade/Non-SWD,REPORTED,32,14,43.75,2548.13
2021,10,Caesar Rodney School District,621,F. Niel Postlethwait Middle School,Smarter Balanced Summative Assessment,MATH,White,Female,8th Grade,Non-EL Students,All Students,White/Female/8th Grade/Non-EL Students,REPORTED,21,7,33.33,2545.76
2021,10,Caesar Rodney School District,621,F. Niel Postlethwait Middle School,Smarter Balanced Summative Assessment,MATH,White,Female,8th Grade,Non-Foster Care,All Students,White/Female/8th Grade/Non-Foster Care,REPORTED,21,7,33.33,2545.76
2021,10,Caesar Rodney School District,621,F. Niel Postlethwait Middle School,Smarter Balanced Summative Assessment,MATH,White,Female,8th Grade,Non-Homeless,All Students,White/Female/8th Grade/Non-Homeless,REPORTED,21,7,33.33,2545.76
2021,10,Caesar Rodney School District,621,F. Niel Postlethwait Middle School,Smarter Balanced Summative Assessment,MATH,White,Female,8th Grade,Non Low-Income,All Students,White/Female/8th Grade/Non Low-Income,REPORTED,20,7,35,2550.9
2021,10,Caesar Rodney School District,621,F. Niel Postlethwait Middle School,Smarter Balanced Summative Assessment,MATH,White,Female,8th Grade,Non-SWD,All Students,White/Female/8th Grade/Non-SWD,REPORTED,21,7,33.33,2545.76
2021,10,Caesar Rodney School District,621,F. Niel Postlethwait Middle School,Smarter Balanced Summative Assessment,MATH,White,Male,6th Grade,Non-EL Students,All Students,White/Male/6th Grade/Non-EL Students,REPORTED,31,10,32.26,2522.1
2021,10,Caesar Rodney School District,621,F. Niel Postlethwait Middle School,Smarter Balanced Summative Assessment,MATH,White,Male,6th Grade,Non-Foster Care,All Students,White/Male/6th Grade/Non-Foster Care,REPORTED,31,10,32.26,2522.1
2021,10,Caesar Rodney School District,621,F. Niel Postlethwait Middle School,Smarter Balanced Summative Assessment,MATH,White,Male,6th Grade,Non-Homeless,All Students,White/Male/6th Grade/Non-Homeless,REPORTED,31,10,32.26,2522.1
2021,10,Caesar Rodney School District,621,F. Niel Postlethwait Middle School,Smarter Balanced Summative Assessment,MATH,White,Male,6th Grade,Non Low-Income,All Students,White/Male/6th Grade/Non Low-Income,REPORTED,27,10,37.04,2533.48
2021,10,Caesar Rodney School District,621,F. Niel Postlethwait Middle School,Smarter Balanced Summative Assessment,MATH,White,Male,6th Grade,Non-SWD,All Students,White/Male/6th Grade/Non-SWD,REPORTED,28,10,35.71,2533.36
2021,10,Caesar Rodney School District,621,F. Niel Postlethwait Middle School,Smarter Balanced Summative Assessment,MATH,White,Male,7th Grade,Non-EL Students,All Students,White/Male/7th Grade/Non-EL Students,REPORTED,24,8,33.33,2516.88
2021,10,Caesar Rodney School District,621,F. Niel Postlethwait Middle School,Smarter Balanced Summative Assessment,MATH,White,Male,7th Grade,Non-Foster Care,All Students,White/Male/7th Grade/Non-Foster Care,REPORTED,24,8,33.33,2516.88
2021,10,Caesar Rodney School District,621,F. Niel Postlethwait Middle School,Smarter Balanced Summative Assessment,MATH,White,Male,7th Grade,Non-Homeless,All Students,White/Male/7th Grade/Non-Homeless,REPORTED,24,8,33.33,2516.88
2021,10,Caesar Rodney School District,621,F. Niel Postlethwait Middle School,Smarter Balanced Summative Assessment,MATH,White,Male,7th Grade,Non Low-Income,All Students,White/Male/7th Grade/Non Low-Income,REPORTED,22,8,36.36,2529.23
2021,10,Caesar Rodney School District,621,F. Niel Postlethwait Middle School,Smarter Balanced Summative Assessment,MATH,White,Male,7th Grade,Non-SWD,All Students,White/Male/7th Grade/Non-SWD,REPORTED,17,8,47.06,2552.88
2021,10,Caesar Rodney School District,621,F. Niel Postlethwait Middle School,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Non-EL Students,All Students,White/Male/8th Grade/Non-EL Students,REPORTED,32,10,31.25,2531.47
2021,10,Caesar Rodney School District,621,F. Niel Postlethwait Middle School,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Non-Foster Care,All Students,White/Male/8th Grade/Non-Foster Care,REPORTED,33,11,33.33,2536.06
2021,10,Caesar Rodney School District,621,F. Niel Postlethwait Middle School,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Non-Homeless,All Students,White/Male/8th Grade/Non-Homeless,REPORTED,33,11,33.33,2536.06
2021,10,Caesar Rodney School District,621,F. Niel Postlethwait Middle School,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Non Low-Income,All Students,White/Male/8th Grade/Non Low-Income,REPORTED,29,11,37.93,2539.79
2021,10,Caesar Rodney School District,621,F. Niel Postlethwait Middle School,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Non-SWD,All Students,White/Male/8th Grade/Non-SWD,REPORTED,29,11,37.93,2549.38
2021,10,Caesar Rodney School District,622,W. Reily Brown Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non-EL Students,All Students,White/Male/3rd Grade/Non-EL Students,REPORTED,16,9,56.25,2422.44
2021,10,Caesar Rodney School District,622,W. Reily Brown Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non-Foster Care,All Students,White/Male/3rd Grade/Non-Foster Care,REPORTED,16,9,56.25,2422.44
2021,10,Caesar Rodney School District,622,W. Reily Brown Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non-Homeless,All Students,White/Male/3rd Grade/Non-Homeless,REPORTED,15,9,60,2429.87
